aaas_row_key,aaas_page,aaas_field,aaas_label,label_kind,status,mapping_type,federal_account_codes,federal_account_titles,rationale,evidence_ids,integration_state
NASA Miss::Discovery,NSF and NASA,NASA Miss,Discovery,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
NASA Miss::Earth Science Research,NSF and NASA,NASA Miss,Earth Science Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
NASA Miss::Heliophysics Research,NSF and NASA,NASA Miss,Heliophysics Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
NASA Miss::Lunar Exploration,NSF and NASA,NASA Miss,Lunar Exploration,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
NASA Miss::Mars Exploration,NSF and NASA,NASA Miss,Mars Exploration,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
NASA Miss::Mars Sample Return,NSF and NASA,NASA Miss,Mars Sample Return,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,080-0120,"Science, National Aeronautics and Space Administration",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:080-0120,reference_only_pending_phase_3_2a_contract
Stats1::Bureau of Economic Analysis,Other Agencies,Stats1,Bureau of Economic Analysis,account_or_program_line,resolved,one_to_one_or_alias,013-1500,"Salaries and Expenses, Economic and Statistical Analysis, Commerce",The official account is administered by the Bureau of Economic Analysis and matches the AAAS bureau label.,aaas:fy2026-powerbi|usaspending:013-1500,reference_only_pending_phase_3_2a_contract
Stats1::Bureau of Labor Statistics,Other Agencies,Stats1,Bureau of Labor Statistics,account_or_program_line,resolved,one_to_one_or_alias,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",The statistics-agency label matches the official account title; Census spans current and periodic survey accounts.,aaas:fy2026-powerbi|usaspending:016-0200,reference_only_pending_phase_3_2a_contract
Stats1::Bureau of the Census,Other Agencies,Stats1,Bureau of the Census,aggregate_or_total,resolved,one_aaas_row_to_many_federal_accounts,013-0401|013-0450,"Current Surveys and Programs, Bureau of the Census, Commerce|Periodic Censuses and Programs, Bureau of the Census, Commerce",The statistics-agency label matches the official account title; Census spans current and periodic survey accounts.,aaas:fy2026-powerbi|usaspending:013-0401|usaspending:013-0450,reference_only_pending_phase_3_2a_contract
Stats1::Economic Research Service,Other Agencies,Stats1,Economic Research Service,account_or_program_line,resolved,one_to_one_or_alias,012-1701,"Economic Research Service, Agriculture",The statistics-agency label matches the official account title; Census spans current and periodic survey accounts.,aaas:fy2026-powerbi|usaspending:012-1701,reference_only_pending_phase_3_2a_contract
Stats1::Natl Agricultural Statistics Service,Other Agencies,Stats1,Natl Agricultural Statistics Service,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1801,"National Agricultural Statistics Service, Agriculture",The statistics-agency label matches the official account title; Census spans current and periodic survey accounts.,aaas:fy2026-powerbi|usaspending:012-1801,reference_only_pending_phase_3_2a_contract
Stats2::Bureau of Justice Statistics,Other Agencies,Stats2,Bureau of Justice Statistics,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,015-0401,"Research, Evaluation, and Statistics, Office of Justice Programs, Justice",The label is carried by the cited parent account.,aaas:fy2026-powerbi|usaspending:015-0401,reference_only_pending_phase_3_2a_contract
Stats2::Bureau of Transportation Stats,Other Agencies,Stats2,Bureau of Transportation Stats,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,069-1730,"Research and Technology, Office of the Secretary, Transportation",DOT places the Bureau of Transportation Statistics within OST-R; the official Research and Technology federal account is the canonical parent.,aaas:fy2026-powerbi|usaspending:069-1730|dot:ost-r-programs,reference_only_pending_phase_3_2a_contract
Stats2::Energy Information Admin,Other Agencies,Stats2,Energy Information Admin,account_or_program_line,resolved,one_to_one_or_alias,089-0216,"Energy Information Administration, Energy Programs, Energy",The label is carried by the cited parent account.,aaas:fy2026-powerbi|usaspending:089-0216,reference_only_pending_phase_3_2a_contract
Stats2::Natl Center for Education Stats,Other Agencies,Stats2,Natl Center for Education Stats,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,091-1100,"Institute of Education Sciences, Department of Education",The label is carried by the cited parent account.,aaas:fy2026-powerbi|usaspending:091-1100,reference_only_pending_phase_3_2a_contract
Stats2::Natl Center for Health Statistics,Other Agencies,Stats2,Natl Center for Health Statistics,account_or_program_line,provisional,many_aaas_rows_to_one_federal_account,075-0959,"Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services","NCHS is presented within CDC scientific services, but AAAS does not expose an account-level allocation.",aaas:fy2026-powerbi|usaspending:075-0959,reference_only_pending_phase_3_2a_contract
"Stats2::Natl Ctr for Science and Eng Stats, NSF",Other Agencies,Stats2,"Natl Ctr for Science and Eng Stats, NSF",account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,049-0100,"Research and Related Activities, National Science Foundation",The label is carried by the cited parent account.,aaas:fy2026-powerbi|usaspending:049-0100,reference_only_pending_phase_3_2a_contract
USDAARS:: Total Budget,Ag and Environment,USDAARS, Total Budget,aggregate_or_total,resolved,one_aaas_row_to_many_federal_accounts,012-1400|012-1401,"Salaries and Expenses, Agricultural Research Service, Agriculture|Buildings and Facilities, Agricultural Research Service, Agriculture",The label matches the two ARS appropriation accounts; Total is their aggregation.,aaas:fy2026-powerbi|usaspending:012-1400|usaspending:012-1401,reference_only_pending_phase_3_2a_contract
USDAARS::ARS: Buildings and Facilities,Ag and Environment,USDAARS,ARS: Buildings and Facilities,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",The label matches the two ARS appropriation accounts; Total is their aggregation.,aaas:fy2026-powerbi|usaspending:012-1401,reference_only_pending_phase_3_2a_contract
USDAARS::ARS: Salaries and Expenses,Ag and Environment,USDAARS,ARS: Salaries and Expenses,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",The label matches the two ARS appropriation accounts; Total is their aggregation.,aaas:fy2026-powerbi|usaspending:012-1400,reference_only_pending_phase_3_2a_contract
USDAAccts::Economic Research Service,Ag and Environment,USDAAccts,Economic Research Service,account_or_program_line,resolved,one_to_one_or_alias,012-1701,"Economic Research Service, Agriculture",The AAAS label directly matches the official USDA federal account.,aaas:fy2026-powerbi|usaspending:012-1701,reference_only_pending_phase_3_2a_contract
USDAAccts::Forest Service: Rangeland Research,Ag and Environment,USDAAccts,Forest Service: Rangeland Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1104,"Forest and Rangeland Research, Forest Service, Agriculture",The AAAS label directly matches the official USDA federal account.,aaas:fy2026-powerbi|usaspending:012-1104,reference_only_pending_phase_3_2a_contract
USDAAccts::National Ag Statistics Service,Ag and Environment,USDAAccts,National Ag Statistics Service,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1801,"National Agricultural Statistics Service, Agriculture",The AAAS label directly matches the official USDA federal account.,aaas:fy2026-powerbi|usaspending:012-1801,reference_only_pending_phase_3_2a_contract
USDA NIFA:: Total Budget,Ag and Environment,USDA NIFA, Total Budget,aggregate_or_total,resolved,one_aaas_row_to_many_federal_accounts,012-0502|012-1500|012-1502,"Extension Activities, National Institute of Food and Agriculture, Agriculture|Research and Education Activities, National Institute of Food and Agriculture, Agriculture|Integrated Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-0502|usaspending:012-1500|usaspending:012-1502,reference_only_pending_phase_3_2a_contract
USDA NIFA::1890 Research,Ag and Environment,USDA NIFA,1890 Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-1500,reference_only_pending_phase_3_2a_contract
USDA NIFA::AFRI,Ag and Environment,USDA NIFA,AFRI,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-1500,reference_only_pending_phase_3_2a_contract
USDA NIFA::Extension Activities,Ag and Environment,USDA NIFA,Extension Activities,account_or_program_line,resolved,one_to_one_or_alias,012-0502,"Extension Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-0502,reference_only_pending_phase_3_2a_contract
USDA NIFA::Hatch Act,Ag and Environment,USDA NIFA,Hatch Act,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-1500,reference_only_pending_phase_3_2a_contract
USDA NIFA::Integrated Activites,Ag and Environment,USDA NIFA,Integrated Activites,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,012-1502,"Integrated Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-1502,reference_only_pending_phase_3_2a_contract
USDA NIFA::Research and Education,Ag and Environment,USDA NIFA,Research and Education,account_or_program_line,resolved,one_to_one_or_alias,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",AAAS program lines are nested under the corresponding NIFA account; Total spans the three displayed accounts.,aaas:fy2026-powerbi|usaspending:012-1500,reference_only_pending_phase_3_2a_contract
EPAST:: Total Science & Technology,Ag and Environment,EPAST, Total Science & Technology,aggregate_or_total,resolved,one_to_one_or_alias,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
"EPAST::Air, Climate, and Energy",Ag and Environment,EPAST,"Air, Climate, and Energy",account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
EPAST::Chemical Safety and Sustainability,Ag and Environment,EPAST,Chemical Safety and Sustainability,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
EPAST::Clean Air,Ag and Environment,EPAST,Clean Air,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
EPAST::Homeland Security,Ag and Environment,EPAST,Homeland Security,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
EPAST::Safe and Sustainable Water Resources,Ag and Environment,EPAST,Safe and Sustainable Water Resources,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
EPAST::Sustainable Communities,Ag and Environment,EPAST,Sustainable Communities,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,068-0107,"Science and Technology, Environmental Protection Agency",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:068-0107,reference_only_pending_phase_3_2a_contract
USGS:: USGS Total,Ag and Environment,USGS, USGS Total,aggregate_or_total,resolved,one_to_one_or_alias,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Core Science Systems,Ag and Environment,USGS,Core Science Systems,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Ecosystems,Ag and Environment,USGS,Ecosystems,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Energy and Minerals,Ag and Environment,USGS,Energy and Minerals,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Natural Hazards,Ag and Environment,USGS,Natural Hazards,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Science Support,Ag and Environment,USGS,Science Support,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
USGS::Water Resources,Ag and Environment,USGS,Water Resources,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,014-0804,"Surveys, Investigations and Research, U.S. Geological Survey",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|usaspending:014-0804,reference_only_pending_phase_3_2a_contract
OtherVA::Medical & Prosthetic Research,Other Agencies,OtherVA,Medical & Prosthetic Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,036-0161,"Medical and Prosthetic Research, Veterans Health Administration, Veterans Affairs",AAAS nests the displayed line in a field that denotes this federal account; the official account title confirms the parent identity.,aaas:fy2026-powerbi|govinfo:va-fy2026,reference_only_pending_phase_3_2a_contract
OtherNIST:: Total,Other Agencies,OtherNIST, Total,aggregate_or_total,resolved,one_aaas_row_to_many_federal_accounts,013-0500|013-0525,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce|Industrial Technology Services, National Institute of Standards and Technology, Commerce",The label matches the NIST STRS or ITS federal account; Total aggregates both.,aaas:fy2026-powerbi|usaspending:013-0500|usaspending:013-0525,reference_only_pending_phase_3_2a_contract
OtherNIST::Industrial Tech Services,Other Agencies,OtherNIST,Industrial Tech Services,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",The label matches the NIST STRS or ITS federal account; Total aggregates both.,aaas:fy2026-powerbi|usaspending:013-0525,reference_only_pending_phase_3_2a_contract
OtherNIST::NIST Labs,Other Agencies,OtherNIST,NIST Labs,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-0500,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",The label matches the NIST STRS or ITS federal account; Total aggregates both.,aaas:fy2026-powerbi|usaspending:013-0500,reference_only_pending_phase_3_2a_contract
NOAA::NOAA Total,Ag and Environment,NOAA,NOAA Total,aggregate_or_total,resolved,one_aaas_row_to_many_federal_accounts,013-1450|013-1460,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce|Procurement, Acquisition and Construction, National Oceanic and Atmospheric Administration, Commerce",AAAS NOAA Total aggregates the displayed ORF research and weather-satellite construction/procurement scopes.,aaas:fy2026-powerbi|usaspending:013-1450|usaspending:013-1460,reference_only_pending_phase_3_2a_contract
NOAA::OAR: Climate Research,Ag and Environment,NOAA,OAR: Climate Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","The AAAS OAR program line is carried in NOAA Operations, Research and Facilities.",aaas:fy2026-powerbi|usaspending:013-1450,reference_only_pending_phase_3_2a_contract
NOAA::OAR: High Performance Computing Initiatives,Ag and Environment,NOAA,OAR: High Performance Computing Initiatives,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","The AAAS OAR program line is carried in NOAA Operations, Research and Facilities.",aaas:fy2026-powerbi|usaspending:013-1450,reference_only_pending_phase_3_2a_contract
"NOAA::OAR: Ocean, Coastal, and Great Lakes Research",Ag and Environment,NOAA,"OAR: Ocean, Coastal, and Great Lakes Research",account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","The AAAS OAR program line is carried in NOAA Operations, Research and Facilities.",aaas:fy2026-powerbi|usaspending:013-1450,reference_only_pending_phase_3_2a_contract
NOAA::OAR: Weather and Air Chemistry Research,Ag and Environment,NOAA,OAR: Weather and Air Chemistry Research,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","The AAAS OAR program line is carried in NOAA Operations, Research and Facilities.",aaas:fy2026-powerbi|usaspending:013-1450,reference_only_pending_phase_3_2a_contract
NOAA::Office of Oceanic & Atmospheric Research (OAR),Ag and Environment,NOAA,Office of Oceanic & Atmospheric Research (OAR),account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","The AAAS OAR program line is carried in NOAA Operations, Research and Facilities.",aaas:fy2026-powerbi|usaspending:013-1450,reference_only_pending_phase_3_2a_contract
NOAA::Weather Satellites,Ag and Environment,NOAA,Weather Satellites,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,013-1460,"Procurement, Acquisition and Construction, National Oceanic and Atmospheric Administration, Commerce","Weather satellites are carried in NOAA Procurement, Acquisition and Construction.",aaas:fy2026-powerbi|usaspending:013-1460,reference_only_pending_phase_3_2a_contract
OtherDHS::Countering Weapons of Mass Destruction,Other Agencies,OtherDHS,Countering Weapons of Mass Destruction,account_or_program_line,resolved,one_to_one_or_alias,070-0860,"Research and Development, Countering Weapons of Mass Destruction Office, Homeland Security",The AAAS label matches a DHS R&D federal account.,aaas:fy2026-powerbi|usaspending:070-0860,reference_only_pending_phase_3_2a_contract
OtherDHS::Cybersecurity and Infrastructure R&D,Other Agencies,OtherDHS,Cybersecurity and Infrastructure R&D,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,070-0805,"Research and Development, Cybersecurity and Infrastructure Security Agency, Homeland Security",The AAAS label matches a DHS R&D federal account.,aaas:fy2026-powerbi|usaspending:070-0805,reference_only_pending_phase_3_2a_contract
OtherDHS::Science & Technology,Other Agencies,OtherDHS,Science & Technology,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,070-0803,"Research and Development, Science and Technology Directorate, Homeland Security",The AAAS label matches a DHS R&D federal account.,aaas:fy2026-powerbi|usaspending:070-0803,reference_only_pending_phase_3_2a_contract
OtherHHS::Agency for Healthcare Research and Quality,Other Agencies,OtherHHS,Agency for Healthcare Research and Quality,account_or_program_line,resolved,one_to_one_or_alias,075-1700,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",The label directly matches the AHRQ federal account.,aaas:fy2026-powerbi|usaspending:075-1700,reference_only_pending_phase_3_2a_contract
OtherHHS::Biomedical Advanced R&D Authority,Other Agencies,OtherHHS,Biomedical Advanced R&D Authority,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,075-1000,"Research, Development, and Procurement, Administration for Strategic Preparedness and Response, Health and Human Service","BARDA R&D/procurement is carried in the ASPR Research, Development, and Procurement account.",aaas:fy2026-powerbi|usaspending:075-1000,reference_only_pending_phase_3_2a_contract
OtherHHS::Centers for Disease Control and Prevention,Other Agencies,OtherHHS,Centers for Disease Control and Prevention,account_or_program_line,unresolved,none,,,CDC is an AAAS agency aggregate spanning multiple current federal accounts; the label provides no allocation.,aaas:fy2026-powerbi|usaspending:account-definition|usaspending:hhs-account-tree,reference_only_pending_phase_3_2a_contract
OtherHHS::Project BioShield,Other Agencies,OtherHHS,Project BioShield,aggregate_or_total,provisional,one_aaas_row_to_many_federal_accounts,075-0140|075-1000,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services|Research, Development, and Procurement, Administration for Strategic Preparedness and Response, Health and Human Service",BioShield funding has moved between the emergency fund and ASPR R&D/procurement structures; AAAS does not expose the split.,aaas:fy2026-powerbi|usaspending:075-0140|usaspending:075-1000,reference_only_pending_phase_3_2a_contract
OtherIES::Institute of Education Sciences,Other Agencies,OtherIES,Institute of Education Sciences,account_or_program_line,resolved,one_to_one_or_alias,091-1100,"Institute of Education Sciences, Department of Education",The label directly matches the Institute of Education Sciences federal account.,aaas:fy2026-powerbi|usaspending:091-1100,reference_only_pending_phase_3_2a_contract
OtherDOT::ARPA-I,Other Agencies,OtherDOT,ARPA-I,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,069-1730,"Research and Technology, Office of the Secretary, Transportation",DOT's FY 2026 budget presents Research and Technology/ARPA-I together; the official Research and Technology federal account is the canonical parent.,aaas:fy2026-powerbi|usaspending:069-1730|dot:fy2026-budget-highlights,reference_only_pending_phase_3_2a_contract
"OtherDOT::FAA Research, Eng & Dev",Other Agencies,OtherDOT,"FAA Research, Eng & Dev",account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,069-8108,"Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",The AAAS label matches the current DOT federal-account title.,aaas:fy2026-powerbi|usaspending:069-8108,reference_only_pending_phase_3_2a_contract
OtherDOT::Railroad Administration R&D,Other Agencies,OtherDOT,Railroad Administration R&D,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",The AAAS label matches the current DOT federal-account title.,aaas:fy2026-powerbi|usaspending:069-0745,reference_only_pending_phase_3_2a_contract
OtherDOT::Research & Technology,Other Agencies,OtherDOT,Research & Technology,account_or_program_line,resolved,many_aaas_rows_to_one_federal_account,069-1730,"Research and Technology, Office of the Secretary, Transportation",The AAAS label matches the current DOT federal-account title.,aaas:fy2026-powerbi|usaspending:069-1730,reference_only_pending_phase_3_2a_contract
AggTot:: Total R&D,R&D Totals,AggTot, Total R&D,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggTot::Applied Research,R&D Totals,AggTot,Applied Research,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggTot::Basic Research,R&D Totals,AggTot,Basic Research,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggTot::Development,R&D Totals,AggTot,Development,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggTot::R&D Facilities,R&D Totals,AggTot,R&D Facilities,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::All Other,R&D Totals,AggAgcy,All Other,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::Dept. of Agriculture,R&D Totals,AggAgcy,Dept. of Agriculture,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::Dept. of Commerce,R&D Totals,AggAgcy,Dept. of Commerce,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::Dept. of Defense,R&D Totals,AggAgcy,Dept. of Defense,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::Dept. of Energy,R&D Totals,AggAgcy,Dept. of Energy,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::NASA,R&D Totals,AggAgcy,NASA,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::NIH,R&D Totals,AggAgcy,NIH,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
AggAgcy::NSF,R&D Totals,AggAgcy,NSF,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
